id,description,host_listings_count,neighbourhood_cleansed,latitude,longitude,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,guests_included,minimum_nights,instant_bookable,cancellation_policy,has_house_rules,host_gender,accommodates_catg,guests_included_catg,minimum_nights_catg,host_listings_count_catg,bathrooms_catg,bedrooms_catg,beds_catg,security_deposit,extra_people,yield
265248.jpg,"Single room with single bed,  armchair, desk and chair and en suite shower room with wc and basin. Room is also supplied with a kettle and cafetiere, a fridge and microwave, but no other cooking facilities are available. We view our rooms as a budget option for those who cannot afford hotel charges - our rooms can be used for sleep, relaxation and study but are not suitable for visitors requiring self-catering facilities. We supply bedding, a towel, and a bar of soap, but please bring your own shampoo and any other toiletries. There is no television in the rooms. The house is located in a quiet tree lined street only a short walk from the Seven Sisters rail station and Victoria line tube. Ideal for academics visiting London to do research at the British Library - only 3 stops on the tube. Our prices are inclusive of bills with access to unlimited hot water and central heating morning and evening.  Nearby West Green Road has a range of shops, restaurants, pubs and fast food outlets, als",4.0,Haringey,51.58177,-0.07674,f,house,private_room,1,0.0,1.0,1.0,1,2,f,strict_14_with_grace_period,1,male,1,1,2,3,0,1,1,100.0,0.0,10.08
266037.jpg,"We've hosted almost 500 guests and received 5* reviews from all, so you can be certain that our listing is 100% accurate and of exceptional quality.   Being one of the original London Airbnb hosts, we operate under the philosophy of welcoming guests into our home and providing a very personal and local experience of London. We love to receive guests and to share our extensive knowledge and experience of living in the capital. We're a working couple, with a small dog called Toby, and we offer an AMAZING ZONE 1 LOCATION with a good sized, immaculate room, suitable for one person.  We're walking distance to: THE EUROSTAR * WEST-END * SOHO * COVENT GARDEN * LEICESTER SQUARE * SOUTH BANK * OXFORD STREET * PICCADILLY CIRCUS * THE BRITISH MUSEUM * THE BRITISH LIBRARY * GRANARY SQUARE * CAMDEN TOWN ... To name a few! We really enjoy having guests and you will love our central location and beautiful historical environment.  We offer: • A beautifully presented single bedroom in a two bedroom apa",1.0,Camden,51.52799,-0.12808,t,apartment,private_room,1,1.0,1.0,1.0,1,2,f,strict_14_with_grace_period,1,male,1,1,2,1,1,1,1,0.0,0.0,327.0
268398.jpg,"Clean and quiet private room in a shared apartment. Your room locks and you will have your own key.  This is central London. You can walk to everywhere central including to: London Eye, Big Ben, Southbank, St Paul's, Covent Garden, Trafalgar Square, Buckingham Palace, Shakespeare's Globe  and Borough Market.  Zone 1 underground stations Waterloo and Southwark are within 3 minutes walk from the apartment.  The apartment is situated on the first floor within a quiet and secure apartment block. There are two other bedrooms in this apartment: - If this room is not available for the dates you want please check availability of the second Airbnb room called 'Five minute walk to South Bank' click http://www.airbnb.co.uk/rooms/236956 or 'Waterloo Sunset Central London' click https://www.airbnb.co.uk/rooms/18914878. Description: - Private room and a separate lock and key  - a double bed and fold out single bed  -  a quiet apartment within a calm block. Also safe local streets at night - Bed line",5.0,Lambeth,51.50423,-0.10777,f,apartment,private_room,3,1.5,1.0,2.0,1,1,f,strict_14_with_grace_period,1,male,3,1,1,3,2,1,2,0.0,29.0,375.48
269065.jpg,"Working in London away from home, traveller  looking for a convenient and relaxed place to stay? 5 stops  Heathrow Airport  25 min tube ride into central London. I have a  Cosy single room and a small double room ( extra guest £15 per night please note it is a 4 foot bed !) . Street parking restricted 9-10am and 2-3 pm but permit can be provided at a cost of 60p per hour. Hi, I'm Kate a part time teacher and parent of 28 year old twin sons,  one living at home and one living away.  I HAVE TWO ROOMS AVAILABLE  . A cosy single room and a small double room ( extra guest £15  per night. Please note it is a 4 foot bed) to let in a 5 bed London Victorian semi-detached home, located within a quiet, safe area behind the main  West Ealing high street  -  the Uxbridge Road . If you are working in London away from home, or a traveller just looking for a convenient and relaxed place to stay, then get in touch!  I'm only 5 stops from Heathrow  airport and  a 25 min tube ride into central London.  P",2.0,Ealing,51.50558,-0.32817,t,house,private_room,1,2.0,1.0,1.0,1,2,f,moderate,1,female,1,1,2,2,2,1,1,0.0,15.0,13.44
269148.jpg,"FLAT IN LONDON - 15 MIN TO - V&A MUSEUM - HARRODS- CHELSEA- KESINGTON A stylish one bedroom flat in a small modern block. Newly decorated and smartly presented, this is a perfect pied-e-terre for business or leisure.  The property has wooden floors throughout and a homely relaxed feeling. It is on the second floor of a walk up but the flights are short and you barely notice them. Good size double bedroom with tasteful four-poster bed and ample built in storage.  Light and bright living room with two sofa beds, large plasma screen TV, DVD, SKY satellite channels, WiFi and iPod dock. Open plan kitchen with all mod-cons including washer/dryer, ceramic hob, oven, large fridge/freezer, dishwasher and pantry. There is also a very spacious breakfast bar with modern seating. Bathroom with shower over the bath. Fully furnished and equipped with quality linen and towels. The property is well located on a quiet residential road close to the facilities of Fulham High Street. Puntey Bridge tube sta",5.0,Hammersmith and Fulham,51.47375,-0.20833,t,apartment,entire_home/apt,4,1.0,1.0,1.0,2,3,t,strict_14_with_grace_period,1,male,3,2,3,3,1,1,1,0.0,15.0,144.1
270549.jpg,"Brand new riverside apartment in Greenwich Peninsula. Perfect for exploring all London attractions, 15 min by tube to centre, North Greenwich tube station an easy 10 min walk. Ideal for O2 (8 min walk) and Excel. Safe, family friendly, upmarket area. APARTMENT DESCRIPTION •Brand new, stylish riverside apartment with balcony •Impressive river view over the Thames •Family and children friendly apartment in safe area ( baby cots and high chairs provided on request) •Two bedrooms, two bathrooms, can accommodate up to 5 persons. •Fully equipped modern kitchen. •Bedlinen and towels provided. •Large flat screen TV •Free WiFi •Secure dedicated car parking included. BRILLIANT LOCATION  •Ideal for Central London sightseeing   •Perfectly located for Excel and O2 arena •Picturesque Thames riverside location ( London Zone 2). •Safe, family friendly environment with riverside walks and playgrounds. •10 minutes’s walk to North Greenwich tube station (Jubilee Line). •Fifteen minutes by tube (direct li",37.0,Greenwich,51.49731,0.01275,f,apartment,entire_home/apt,5,2.0,2.0,3.0,1,3,f,strict_14_with_grace_period,1,male,3,1,3,3,2,2,3,150.0,0.0,67.0
270600.jpg,"This immaculate property is ideal for easy access to the London central by train or for a motoring holiday. This Studio flat is moments from Town's extensive amenities and entertainments. This charming studio flat offers bright and attractive accommodation with a great location. Within easy reach of picturesque river Thames, Hampton court, Ham House and Twickenham Stadium. This Studio flat is moments from Town’s extensive amenities and entertainments. The property comprises studio room with ample fitted storage, smart kitchen, stylish bathroom and private outside decked area.  The property benefits from following:  • Separate entrance via private decked garden. • Studio room (10’3 * 7’6) front aspect double glazed window, three storage cupboards, with multi channel television , DVD and unlimited free WI-FI high speed internet access  • Kitchen (9’4 * 3’6)- Double glazed window overlooking patio garden, washing machine, fridge, Microwave oven, low level storage cupboards, Wall mounted F",1.0,Richmond upon Thames,51.44267,-0.33194,f,apartment,entire_home/apt,3,1.0,1.0,1.0,2,4,t,strict_14_with_grace_period,1,female,3,2,3,1,1,1,1,450.0,10.0,52.8
271122.jpg,"This room is by far my favourite, it has a cozy feel to me. It has a double bed, wooden flooring, and a very large closet that whole all your luggage and addition items that needs storing. Double room in friendly relaxed environment. It is a 3 bedroom house with one bathroom (shower and bath), open plan kitchen and dining area and living room. We also have a nice garden with seating. There's a shopping area 5 minutes walk from the house, where you can find some shops, cafes, late night off license shops, take away and supermarket. There's also a 24hr Sainsbury supermarket 10 minutes away on the bus depending on traffic.  The nearest tube station would be Northolt, on the Central Line, which can take you to Oxford Street in 35 minutes. The station is about a 15 minutes bus journey away. Another option to central London would be getting the train from Hayes & Harlington to London Paddington.  There are also many bus connections in all directions (140 to Hays & Harlington and Heathrow Air",4.0,Hillingdon,51.53085,-0.3997,t,house,private_room,2,1.0,1.0,1.0,1,1,f,strict_14_with_grace_period,1,female,2,1,1,3,1,1,1,80.0,15.0,4.5
271373.jpg,"The flat is situated on a quiet, shady, residential street.  The best part, is that the two bedrooms are on the quiet side and the windows can be opened up during the night.  The kitchen and living room face Holland Road and it can be noisy during the rush hours.  At the end of the street there are a few restaurants and convenience store.  Shepherd's Bush Tube station is 5 minutes away. Kensington Palace and Hyde Park in walking distance. This lovely spacious 2 bed flat is on the first floor of a period conversion building in a lovely neighborhood. The flat also has a fully fitted kitchen and a very comfortable living room.  In the local area you will find everything you need for a great stay; there are shops, supermarkets,cafes, restaurants, bars, clubs, and a cinema, all within walking distance. The area also has great transportation links. It is just a short walk to Shepherds Bush Underground Station, which gives you access to the Circle Line, and the Overground. There are also seve",11.0,Kensington and Chelsea,51.50177,-0.21433,t,apartment,entire_home/apt,6,1.0,2.0,3.0,4,1,t,strict_14_with_grace_period,1,unknown,3,3,1,3,1,2,3,250.0,75.0,490.28
271815.jpg,"A superbly located, beautiful ground floor one bedroom victorian apartment. Featuring a walled garden to relax in, high ceilings and large eat in kitchen tucked right behind Portobello Road. The vibrant Notting Hill and Portobello neighbourhoods are on your doorstep moments away! TRUE NOTTING HILL LIVING. Outstanding location. See our reviews. All of Notting Hill is on your doorstep and we will give you a list of our favourite spots and travel tips so you can jump into living like a local right away! Elegant ground floor apartment forming part of a victorian period house. With original classic features such as high ceilings and solid wood floor throughout ,you will stay in comfort and like a true Londoner.  The living room features an outstanding ornamental fire place as its centrepiece for you to lounge beside and cosy up with a book or plan your next London adventure. We have just refurbished. There is a large (3 seater) sofa now which coverts easily into a very comfy large sofa bed.",1.0,Kensington and Chelsea,51.52084,-0.20609,t,apartment,entire_home/apt,4,1.0,1.0,1.0,2,90,f,strict_14_with_grace_period,1,female,3,2,3,1,1,1,1,1000.0,8.0,120.25
272530.jpg,"Charming light room overlooking the park. Homely and relax. This listing is for a double bedroom inside our flat. You are welcome to use the shared areas.  Our flat is a newly redecorated semi detached maisonette, spanning over 2 floors.  The double bed is located on the 1st floor, bright, with views over a park. Exclusive use of the ground floor bathroom during your stay. Please note we have a cat. The flat is in the Canonbury conservation area of Islington. It is located moments from Islington's trendy and vibrant Upper Street offerning a fantastic range of shops, bars and restaurants. Zone 1, N1, very central with great transport links. 8 mins walk to Highbury & Islington tube station (Victorian Line and Overground). 3 minutes to Essex Road train station. Plenty of buses nearby. Shared use of kitchen, lounge, and garden. The room is homely, clean, spacious, and modern. Free wifi internet access. The double bedroom accomodates 2 people. We have recently added another smaller room, wh",1.0,Islington,51.54046,-0.09883,f,apartment,private_room,3,1.0,2.0,2.0,2,3,f,moderate,1,unknown,3,2,3,1,1,2,2,200.0,30.0,36.8
272835.jpg,"Hi, and welcome to our flat! We are 'Central!'despite some glitches with the map, we are placed in London's Zone 1, just off the Edgware Road. LOCAL ATTRACTIONS We are on the North West side of central London. It's a 25 min walk to Oxford Street (shopping!) and Hyde park (Speakers corner!). We are a 15 minute walk from Regent's park (my favourite royal park), and 5 minutes from a beautiful canal side walk starting on Regents Canal, which is listen in the London's Rivers and waterways guide.  Walk 15 mins in the other direction and you can take your picture on the crossing outside The Beatles famed Abbey Road Studios.  And just three minutes away is a wonderful 'real' english street market, with cheap fruit and veg and great street food, and a little further up on of London's finest antiques and vintage markets. You will also find a supermarket just round the corner - perhaps not an attraction, but necessary! TRANSPORT The bus stop is 3 minute walk away, with many great bus routes and t",3.0,Camden,51.5382,-0.18906,t,apartment,entire_home/apt,4,1.0,1.0,1.0,2,1,t,moderate,1,female,3,2,1,3,1,1,1,100.0,0.0,163.8
272908.jpg,"Bright, sunny beautiful room that will give you the perfect base to explore all of London. Come and explore one of London's best neighbourhoods - Herne Hill! As mentioned in (Website hidden by Airbnb)   (Website hidden by Airbnb)  WiFi availability with a fully stocked and clean uplifting home. Lovely sunny, airy and big double bedroom on a leafy south-London street.    Note: This room comes with a reserved Off-Street parking spot! The room is on the first floor and boasts an enormous Super King bed, gorgeous wooden floors, tall ceilings and large windows which let in the sunshine almost all day. (Yoga May or meditation cushion available on request) The flat is bright and airy and big! So lots of space for all.  Location wise you are only 10 minutes walk to either Herne Hill or West Dulwich stations, both of which will take you to Victoria and the city within minutes. You can also hop on a bus right outside the flat that will take you to Brixton tube station within 8 minutes where you ",3.0,Southwark,51.44697,-0.09525,f,apartment,private_room,2,1.5,1.0,1.0,1,1,f,strict_14_with_grace_period,1,female,2,1,1,3,2,1,1,78.0,18.0,56.64
273941.jpg,"ABOUT THE STUDIO Fully furnished studio perfect for a short stay traveler (entire studio, no sharing).  Private toilet / shower room, fridge freezer, simple cooker, washing machine.   Free wi-fi available.  There are also a garden (guests may smoke there) and free parking space for one vehicle. TRANSPORT Eight minutes’ walk away is Lee railway station (see London Rail and Tube services map - F5), which is part of the Oyster transport system. Lee railway station operated by Southeastern goes to London Bridge, Waterloo East, London Charing Cross and London Cannon Street stations. A train journey from Lee station to London Bridge takes 12 minutes, trains leave every 15 minutes on average. Journey time to Waterloo station is 20 minutes.  A bus stop (four buses and N21 - night bus) is in a few minutes’ walk away. SURROUNDING AREA AND AMENITIES Less than 5 minutes away are: - A big supermarket (Sainsbury’s), open from 7am to 11pm on weekdays, 7am to 10pm on Saturday and 11am to 5pm on Sunday",1.0,Lewisham,51.45414,0.01046,f,other,entire_home/apt,2,1.0,0.0,1.0,1,3,f,strict_14_with_grace_period,0,female,2,1,3,1,1,0,1,80.0,15.0,11.7
274740.jpg,"This bright & modern, top floor apartment boasts incredible balcony views. The 2 Bedroom flat is fully furnished and equipped to a high standard making it the ideal home from home, whether your stay be for business or leisure. Set in the stylish Imperial Wharf, the area has lovely gardens with Thames riverside walk, and is only minutes away from Kings Road with its bars & restaurants. It's unrivalled location and transport links makes it easy travel to all London's  must-see attractions. The apartment accommodates up to 5 people. It has two bedrooms – 1 double and 1 single (and a double sofa bed in the lounge); 2 bathrooms (1 en-suite to master bedroom), lounge and kitchen.  Furnished and equipped to a high standard throughout it has all the facilities you require to make you feel at home during your visit.  As an added attraction being located on the 7th floor, the balcony affords extensive views over South West London and amazing sunset vistas. Ground-floor entry to the apartment blo",2.0,Hammersmith and Fulham,51.47297,-0.18298,f,apartment,entire_home/apt,5,2.0,2.0,1.0,2,3,f,strict_14_with_grace_period,1,female,3,2,3,2,2,2,1,250.0,15.0,181.56
274918.jpg,"Maximum availability allowed on this property is 90 days per year (Christmas, Easter, Summer, public holidays) The apartment, which is newly decorated throughout, consists of a spacious Bedroom, Lounge and kitchen/dining room  with  wide-screen TV with multi-channels, garden, wi-fi 1 bed apartment,  20 minutes to city center, wi-fi, large rooms, kitchen/ dinner, garden with decking. Tube station Victoria line  7 minutes walk. Restaurants, shopping mall  all 10 minutes walk away.  Local market, no security deposit required. Situated off  high Street Collers wood Wimbledon, the one bedroom apartment is on the ground  floor and comes  with bedroom,  living room, kitchen, dinner room, bath room, garden & decking.   The apartment is perfectly located for easy access to all of London's attractions as Collers wood underground station is on the doorstep, making it just  20 minutes to the City Centre (London Bridge). The apartment, which is newly decorated throughout, consists of a spacious Bed",47.0,Merton,51.4228,-0.17757,t,apartment,entire_home/apt,4,1.0,1.0,2.0,3,5,f,strict_14_with_grace_period,1,male,3,3,3,3,1,1,2,0.0,0.0,19.5
275140.jpg,"This is a lovely two double bed apartment located in Forest Hill and within a minute to the the Train Station. This station has trains running every 4 minutes and takes you into London Bridge in 13 Minutes. This 2 double bedroom Apartment located in Forest Hill which is only 13 minutes by train to London Bridge. Thee is a train every 4 minutes from this station to London Bridge, Canada Water, Highbury & Islington as well as other Locations. It is perfect for travel around London as you are within close proximity to every important site in London. Location This brand new Luxurious 2 double bedroom Apartment is located in Forest Hill SE23, a desirable, peaceful, leafy suburb with great transport links. It is perfect for travelling around London as Forest Hill train station which forms part of the underground is seconds away from the apartment and takes you to London Bridge in 13 minutes. The West End / Central London is less than 30 minutes total travel time(door to door) There are direc",10.0,Lewisham,51.43958,-0.05342,t,other,entire_home/apt,5,1.0,2.0,2.0,4,7,t,flexible,1,unknown,3,3,3,3,1,2,2,250.0,20.0,122.14
276082.jpg,"I look forward to welcoming you to my beautiful London home.   This is the ""Room with a View""... as it over looks the garden.  As you can see from the picture it is a clean double room suitable for up to 3 people. It is a pleasant private house in a safe residential area of Chingford, London. The accommodation available is suitable for up to six people and perfect for couples or a family with children. I have two rooms that I can offer you. One is a double room listed as, “Bright Clean Double Room”.  The other is a large double room listed as, “Clean Bright Large Double”.   Your stay will include access to our stunning 120m (400ft) long landscaped garden, as well as use of the large modern fitted kitchen and eating area. It includes a sunny outside eating area perfect for breakfast or any meal any time. A huge BBQ area awaits you available for those more creative meals and then there's the organic garden area where you can pick fresh fruits, vegetables and herbs to compliment any meal.",2.0,Waltham Forest,51.61598,-0.02244,t,house,private_room,3,1.0,1.0,1.0,2,2,f,moderate,1,unknown,3,2,2,2,1,1,1,0.0,15.0,10.0
276510.jpg,"Welcome to my lovely, modern apartment - the perfect base for business travellers and visitors to London alike.  Located in beautiful Marylebone, you're located in the heart of Central London. The nearest tube is Edgware Road only 5 minutes walk away, and connects you to District, Circle and Bakerloo tube lines.  With a master bedroom, one double sofa bed and a fully equipped kitchen it has everything you need for a comfortable trip to bustling London! This one apartment is spacious and relaxing, the ideal place to come back to after a day of exploring. Great transport links mean you’ll be right in the hub of the city but able to escape the hustle and bustle!  In the master bedroom, get a wonderful night’s rest on the super comfortable king-size bed, fitted with fresh, luxury linens. Large windows let in plenty of natural light, while lined curtains let you indulge in a lie-in in the mornings. There is also plenty of storage space, so you won’t have to live out of your suitcase; get un",15.0,Westminster,51.51816,-0.16574,t,apartment,entire_home/apt,4,1.0,1.0,2.0,1,2,f,strict_14_with_grace_period,1,male,3,1,2,3,1,1,2,0.0,0.0,142.8
276888.jpg,"The  property is  available for  a  maximum of 90 days availability for the year. The two bedroom apartment is on the first and second floor and comes comes with two bedrooms (with Tv), living room, kitchen and two bath rooms.  Shopping mall,  tube station, 7minutes walk from apartment The two bedroom apartment is on the first and second floor and comes comes with two bedrooms (with Tv), living room, kitchen and two bath rooms.   The apartments are perfectly located for easy access to all of London's attractions as Collers wood underground station is on the doorstep, making it just 20 minutes to the City Centre (London Bridge). The apartments, which are newly decorated throughout, consists of a spacious Bedrooms, Lounge and dining room with wide-screen TV with multi-channels.  The kitchens are all well equipped, offering all the modern appliances you would require on your holiday. Details for 2 bed apartment 2 Bedrooms, Sleeps 6, 2 Bathrooms The apartment, which is newly decorated thro",47.0,Merton,51.42168,-0.17803,t,apartment,entire_home/apt,6,2.0,2.0,4.0,6,5,f,strict_14_with_grace_period,1,male,3,3,3,3,2,2,3,0.0,0.0,17.55
277580.jpg,"Lovely 2 bed house with garden is perfectly located for easy access to all of London's attractions. 10 mins walk to underground and 20 minutes to the City by tube. Close to Heathrow airport. Maximum availability allowed on this property is 90 days per year (Christmas, Easter, Summer, public holidays) Situated in Ealing, the cottage is perfectly located for easy access to all of London's attractions as South Ealing and Northfields underground station are on the doorstep, making it just seven stops to Heathrow Airport in one direction and six stops to South Kensington in the other direction. The property, which is newly decorated throughout, consists of a  Lounge and dining room with extra beds if required, sofas, large  table with  chairs and a wide-screen TV with multi-channels.  It has a kitchen which is very well equipped, offering all the modern appliances you would require on your holiday. Accomodation:Utilities - Internet access l:Central heating, TV, Telephone, Wi-fi : Kettle, To",47.0,Hounslow,51.49281,-0.30921,t,other,entire_home/apt,6,1.0,2.0,4.0,5,3,f,strict_14_with_grace_period,1,male,3,3,3,3,1,2,3,0.0,0.0,11.4
278559.jpg,"Welcome to my beautiful one bedroom flat. It's located on a quiet dead end street right off Westbourne Grove in Notting Hill/Bayswater, which makes it highly central yet peacefully quiet. It's just a 7 minute walk from either Hyde Park or the wonderfully eclectic Portobello market. My place has a bedroom, a living room, a full bathroom, a kitchen and a beautiful private roof terrace! The flat comes equipped with everything you'll need for an enjoyable stay in London, including free wifi internet. There are tons of shops, restaurants, cafes and bars just 2 minutes outside the door. In terms of public transportation, there are 3 nearby tube stops: Royal Oak (a 7 minute walk), Bayswater (a 5 minute walk), Queensway (an 8 minute walk). In terms of buses, you've got the (Phone number hidden by Airbnb) (all within a 1 minute walk). Also within walking distance (just 12 minutes) is Paddington station, which is very convenient in case you land at Heathrow.",1.0,Westminster,51.51553,-0.19017,f,apartment,entire_home/apt,2,1.0,1.0,1.0,1,5,f,moderate,1,female,2,1,3,1,1,1,1,500.0,0.0,9.52
278837.jpg,"Cosy warm bedroom in a large house overlooking beautiful gardens and sunlit filled room morning and afternoon. It is in my 4 family home. It used to be my daughter's bedroom. The accommodation is safe and secure 99% of my guests have said how quiet it is. It is in a victorian school development which was originally built in 1874. So it has a few unique features such as high and low ceilings, wooden floors and a heavy front door. Your room Is a comfortably furnished, light filled double bedroom with clean sheets on a proper double bed. It is light and airy and overlooks the garden. It's very peaceful and you are guaranteed an undisturbed sleep. You will share shower room and toilet with just me. Your bedroom contains a desk and plenty of space to unpack your things and there is space in the bathroom for towels and your washing items. You are given clean towels on arrival and a fluffy clean dressing gown is at your disposal. Wifi is complimentary. The area The local area is full of good ",1.0,Southwark,51.49643,-0.08635,f,apartment,private_room,1,1.5,1.0,1.0,1,3,t,moderate,1,unknown,1,1,3,1,2,1,1,0.0,0.0,138.84
280234.jpg,"A large self contained studio sleep upto 3 people max (double bed and a single sofabed) in heart of London West End. Perfect location for exploring London. Pls select right number of guests to ensure price is calculated correctly ============== Description =============== This is a large double/triple self contained studio at the end of the apartment. It has it's own bath/a shower and toilet. It's spacious with lots of storage space. There is a kingsized Italian wallbed and a folding guest bed if needed. The location is great, in London's West End. Hundreds of restaurants, bars, theatres and museums nearby. Do expect some noise as it's backed onto restaurants/pubs. Our flats are modern rooms are simply decorated and is clean and comfortable. We are above a restaurant and pub, so there is music which stops at midnight. Most guests are fine about the noise, some are more sensitive. Please bear this in mind. Our block is undergoing renovation in the next 6 months. So at present, the hall ",15.0,Westminster,51.51097,-0.13103,t,apartment,private_room,3,1.0,1.0,2.0,1,2,t,strict_14_with_grace_period,1,female,3,1,2,3,1,1,2,100.0,15.0,358.61
280894.jpg,"Stunning bright one double bedroom in between Elephant and Castle and Borough – very close to the iconic Borough Market and the Shard, well connected with all London airports. The bedroom features a bespoke raised double bed, in steel and Victorian pine, with in-built drawer unit and wardrobe, side boards and headboard. The bed is accessible through a ladder (see picture). New double sofa bed in the open plan kitchen.  Bathroom with shower and huge mirror. Bright and spacious apartment. Wooden flooring throughout except for the bedroom and large windows leading to garden/patio. Linen and towels will be provided for your stay.  I will be there to meet you when you arrive in order to show you around and hand you over the keys. Situated in the most fantastic and vibrant SE1 area (zone1) with its markets, restaurants and cafés. Walking distance to the South bank, the Tate Gallery, the Globe, Borough Market and London Bridge to name but a few... Plenty of buses only minutes away from the fl",2.0,Southwark,51.49929,-0.08871,t,apartment,entire_home/apt,2,1.0,1.0,1.0,1,2,f,strict_14_with_grace_period,1,unknown,2,1,2,2,1,1,1,300.0,22.0,50.4
281563.jpg,"Clean, quiet double bedded bedroom in beautiful Edwardian house in Acton, West London. TV, Internet access provided. Close transport, Acton Main Line is 11 minutes from Paddington and Acton Central is approx 30 minutes from Central London. Their are shops and restauarants very close by, with two great pubs, at the bottom of the road. Very friendly couple, who are here to help. Price is for couple. Price for single occupancy £65.00 per night. For price for weekly stay, please contact. The room is avialable all next year also. Prices are really for short lets. Full use of amenities, including kitchen. As an added attraction, you can get to meet Daisy and Maisy, the two Irish Wolhound sisters who i know will be happy to see you. Don't worry if your not a doggy person, as they live outside, in their own run. You will be given your own key, but a small refundable deposit of £10.00 is required, as they are special keys.",1.0,Ealing,51.51428,-0.26447,t,house,private_room,2,1.0,1.0,1.0,1,1,f,flexible,1,male,2,1,1,1,1,1,1,0.0,5.0,38.0
282198.jpg,"Two floor Georgian Apartment with a double bedroom for rent, new renovation in Bloomsbury, the heart of London. This apt has all amenities you need plus a small outdoor deck / garden. Despite the central location the apt is very quiet, especially at evenings and weekends. This apartment has WIFI internet, a washer and dryer, iron and ironing board, wardrobe and drawers for your clothes, a fully equipped kitchen with dishwasher, separate dining room, the bathroom has a walk in shower and underfloor heating, movies and through room music system available. Washing machine and dryer on site too. Cooking is welcome, tea and coffee provided. Clean sheets and towels provided. Single or couples welcome. No parking available. No extra people to stay unless pre-arranged when booking. Plenty of award winning restaurants and pubs nearby on Exmouth Market, Clerkenwell Rd, Lambs Conduit Street and St. John's Street. The British Museum is on the other side of Russell Sq, the West End and Soho all wit",1.0,Camden,51.52371,-0.11496,t,apartment,entire_home/apt,2,1.0,1.0,1.0,1,5,f,strict_14_with_grace_period,1,female,2,1,3,1,1,1,1,601.0,0.0,142.79999999999995
282329.jpg,"This is a wonderful room, light and airy room on the first floor of a traditional building. The apartment is set in this charming location in Covent Garden, moments from Leicester Square, Piccadilly Circus and Tottenham Court Road stations, as well as numerous Theatres, Restaurants, coffee bars, pubs, clubs and local amenities. Oxford Street which also very good for shopping is only 5 minutes away.  WiFi is also available and a Plasma TV is in the room. The apartment is newly decorated and features one large double bedroom that can accommodate 2 guests plus a small double for 3rd person.  Bright and fully fitted kitchen with all appliances.  Guests will have access to the bathroom with shower for their own use only. Access to the kitchen to fix a breakfast or a meal. available to any open questions and will do my best to help my guests to feel at home. Shaftesbury avenue is in the heart of London in Covent Garden, very trendy, easy going, famous also to have various gays and lesbians c",2.0,Westminster,51.51474,-0.13071,f,apartment,private_room,3,1.0,1.0,2.0,2,1,f,strict_14_with_grace_period,1,female,3,2,1,2,1,1,2,150.0,20.0,10.32
283569.jpg,"Light spacious and modern luxury 2 bedroom maisonette apartment. All mod cons, terrace, bath shower separate wc open plan kitchen, dishwasher etc. The apartment is in walking distance to both Shepherds Bush and East Acton stations. From those you can hop on the Central Line and be in Oxford Circus in 15 minutes for shopping, theatres and shows. The Shepherds Bush Westfield Shopping Centre is a short 5 minutes bus drive away. There you'll find many different shops and restaurants to suit any taste.  For transport to major airports and train stations, the flat is very conveniently located. It is just a 20 minute drive to Heathrow and would cost approximately £18 in a taxi. For other airports;  you can easily take the tube to Victoria for the Gatwick Express, or the Central Line is direct from Shepherd's Bush to Liverpool Street where you can catch the Stansted Express. Parking available with Visitor Parking Permit which costs £3,50 per day. ",4.0,Ealing,51.50707,-0.24764,t,apartment,entire_home/apt,2,1.5,2.0,1.0,1,2,f,strict_14_with_grace_period,0,female,2,1,2,3,2,2,1,250.0,10.0,31.68
284423.jpg,"Brand new and very spacious one bedroom apartment situated in a quiet little street in the heart of Dalston, currently the most exciting and arty neighbourhood in London. Excellent transport links-only 20 mins from the West End (downtown London)! The apartment is very modern and spacious, it has a brand new kitchen with all mod cons, light wooden floors throughout the living areas, washer/dryer, power shower, wi-fi, and a very safe entry phone system.  There's only one double bedroom so it really fits 2 people only; that said, it's a big flat for 2 people, you will be extremely comfortable here. Please note that a few things have been improved since these photos were taken and there's now more room both in the bedroom and in the living room as some shelving units have gone, plus there is a bigger tv on the wall in the living room...everything looks much sleeker and cooler now :) Guests will have the whole apartment for themselves, which means they'll have access to full kitchen, washer",1.0,Hackney,51.54648,-0.0719,t,apartment,entire_home/apt,2,1.0,1.0,1.0,1,5,f,strict_14_with_grace_period,1,female,2,1,3,1,1,1,1,200.0,0.0,32.7
284437.jpg,"Situated on the third floor of our large victorian home is a very bright and comfortable private guest room, with its own large bathroom. This guest suite has internet connections, t.v and breakfast is provided in the kitchen overlooking the garden. Situated on the third floor of our large victorian home is a very bright and comfortable private guest room, with its own large bathroom. This guest suite has internet connections, t.v and dvds. Free parking is available on the street outside and the bus,train and tube are all 5mins walk at the bottom of the road.   Breakfast can be included and is served in the huge kitchen looking out onto the garden. Telegraph Hill is a leafy green conservation area in New Cross Gate, sth east London. Home to the Internationally renowned Goldsmiths University of London. The area has beautiful landscaped parks with tennis courts and community cafes. New Cross Gate is vibrant, urban and with great transport connections to Central London, it’s an ideal base",6.0,Lewisham,51.46865,-0.0433,t,other,private_room,2,1.0,1.0,1.0,1,2,t,flexible,1,female,2,1,2,3,1,1,1,0.0,25.0,16.8
